index,TP,FN,FP,TN,y_pred_proba,top_5_features
86305,1,0,0,0,0.6481166153393265,"['feature_40', 'feature_41', 'feature_6', 'feature_7', 'feature_27']"
91308,0,0,1,0,0.5973026233817943,"['feature_0', 'feature_1', 'feature_48', 'feature_49', 'feature_46']"
31887,0,0,0,1,0.20278410528063112,"['feature_7', 'feature_6', 'feature_0', 'feature_1', 'feature_13']"
14611,1,0,0,0,0.6416623680235857,"['feature_41', 'feature_40', 'feature_48', 'feature_49', 'feature_6']"
52081,0,0,0,1,0.07286307714138064,"['feature_49', 'feature_48', 'feature_37', 'feature_36', 'feature_40']"
25255,0,0,1,0,0.6286802661571987,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_27']"
87032,1,0,0,0,0.5372569517908505,"['feature_47', 'feature_46', 'feature_48', 'feature_49', 'feature_0']"
43649,0,0,0,1,0.11104746216509756,"['feature_40', 'feature_41', 'feature_13', 'feature_12', 'feature_36']"
50894,0,0,0,1,0.42930962312520293,"['feature_27', 'feature_26', 'feature_48', 'feature_49', 'feature_46']"
12529,0,0,1,0,0.591507369149024,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_5']"
8929,0,0,1,0,0.7031920622183568,"['feature_49', 'feature_48', 'feature_47', 'feature_46', 'feature_12']"
29643,0,0,0,1,0.4603552115613145,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_46']"
75522,1,0,0,0,0.6654303824624639,"['feature_5', 'feature_4', 'feature_49', 'feature_48', 'feature_47']"
7888,0,0,0,1,0.24888804256404784,"['feature_46', 'feature_47', 'feature_48', 'feature_49', 'feature_36']"
66943,1,0,0,0,0.9243752280693607,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_4']"
20274,1,0,0,0,0.7150056376315038,"['feature_13', 'feature_12', 'feature_26', 'feature_27', 'feature_0']"
3556,0,0,0,1,0.4416542917451164,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_41']"
24159,0,0,0,1,0.36366899340459613,"['feature_0', 'feature_1', 'feature_7', 'feature_6', 'feature_37']"
68797,1,0,0,0,0.6567165006468978,"['feature_46', 'feature_47', 'feature_13', 'feature_12', 'feature_41']"
94256,0,1,0,0,0.4987327288947376,"['feature_0', 'feature_1', 'feature_23', 'feature_22', 'feature_47']"
12562,1,0,0,0,0.5366115868098135,"['feature_41', 'feature_40', 'feature_4', 'feature_5', 'feature_49']"
74238,0,0,1,0,0.6929175903798638,"['feature_7', 'feature_6', 'feature_26', 'feature_27', 'feature_0']"
98605,1,0,0,0,0.7005695492060355,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_1']"
52272,1,0,0,0,0.5616076406225715,"['feature_36', 'feature_37', 'feature_12', 'feature_13', 'feature_49']"
43236,0,0,1,0,0.704094320860638,"['feature_26', 'feature_27', 'feature_46', 'feature_47', 'feature_7']"
14811,0,0,1,0,0.5828481571253357,"['feature_26', 'feature_27', 'feature_12', 'feature_13', 'feature_5']"
85671,0,0,1,0,0.7972157214134326,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_1']"
5805,1,0,0,0,0.8480007346814774,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_48']"
86801,0,0,0,1,0.43971354259760476,"['feature_5', 'feature_4', 'feature_41', 'feature_40', 'feature_49']"
35272,0,0,0,1,0.2758187969717541,"['feature_41', 'feature_40', 'feature_36', 'feature_37', 'feature_1']"
45787,0,0,0,1,0.008879828576264763,"['feature_41', 'feature_40', 'feature_49', 'feature_48', 'feature_47']"
85970,0,1,0,0,0.13334217864916864,"['feature_0', 'feature_1', 'feature_12', 'feature_13', 'feature_27']"
74794,0,0,1,0,0.6894123711134157,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_48']"
67036,1,0,0,0,0.6136825923002684,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_27']"
73982,0,0,1,0,0.6664374837077404,"['feature_48', 'feature_49', 'feature_13', 'feature_12', 'feature_36']"
43865,1,0,0,0,0.8714577001263818,"['feature_49', 'feature_48', 'feature_1', 'feature_0', 'feature_4']"
20241,0,1,0,0,0.3866813803897408,"['feature_27', 'feature_26', 'feature_48', 'feature_49', 'feature_1']"
39658,0,0,0,1,0.08748754583031818,"['feature_46', 'feature_47', 'feature_13', 'feature_12', 'feature_49']"
51484,1,0,0,0,0.6239043659101838,"['feature_26', 'feature_27', 'feature_37', 'feature_36', 'feature_46']"
95160,0,1,0,0,0.27321629598461855,"['feature_13', 'feature_12', 'feature_27', 'feature_26', 'feature_1']"
33805,0,0,0,1,0.46517516140563825,"['feature_26', 'feature_27', 'feature_46', 'feature_47', 'feature_40']"
69901,0,0,1,0,0.6594708681107879,"['feature_47', 'feature_46', 'feature_40', 'feature_41', 'feature_7']"
16800,0,0,0,1,0.43032497092132715,"['feature_47', 'feature_46', 'feature_40', 'feature_41', 'feature_49']"
31756,0,0,1,0,0.675012635153496,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_0']"
49521,1,0,0,0,0.9820641893247112,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_26']"
80104,0,1,0,0,0.2206351390892749,"['feature_46', 'feature_47', 'feature_49', 'feature_48', 'feature_12']"
66814,1,0,0,0,0.7816704560580977,"['feature_12', 'feature_13', 'feature_46', 'feature_47', 'feature_26']"
93817,0,0,0,1,0.17107508606014,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_26']"
91259,0,0,1,0,0.8072213714839362,"['feature_40', 'feature_41', 'feature_27', 'feature_26', 'feature_13']"
8731,0,0,0,1,0.14359488055608108,"['feature_12', 'feature_13', 'feature_26', 'feature_27', 'feature_0']"
72983,0,1,0,0,0.2658470352313327,"['feature_27', 'feature_26', 'feature_49', 'feature_48', 'feature_0']"
51122,0,0,0,1,0.036256006896856735,"['feature_47', 'feature_46', 'feature_12', 'feature_13', 'feature_48']"
78474,0,1,0,0,0.4737584065891584,"['feature_27', 'feature_26', 'feature_1', 'feature_0', 'feature_37']"
92632,0,0,0,1,0.23228478418262483,"['feature_48', 'feature_49', 'feature_27', 'feature_26', 'feature_41']"
72063,1,0,0,0,0.5684278633791053,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_6']"
20763,0,1,0,0,0.29067437873361857,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_48']"
87436,1,0,0,0,0.9221646015706257,"['feature_40', 'feature_41', 'feature_37', 'feature_36', 'feature_26']"
48642,0,0,0,1,0.4275784411306901,"['feature_26', 'feature_27', 'feature_7', 'feature_6', 'feature_36']"
4092,0,0,1,0,0.5460176468958802,"['feature_48', 'feature_49', 'feature_0', 'feature_1', 'feature_27']"
81761,0,1,0,0,0.24221187991248558,"['feature_12', 'feature_13', 'feature_26', 'feature_27', 'feature_4']"
65024,0,0,1,0,0.7193312087441102,"['feature_48', 'feature_49', 'feature_1', 'feature_0', 'feature_26']"
67760,0,0,0,1,0.4010370159409467,"['feature_13', 'feature_12', 'feature_48', 'feature_49', 'feature_5']"
86983,1,0,0,0,0.9085239488481306,"['feature_6', 'feature_7', 'feature_13', 'feature_12', 'feature_27']"
75631,0,0,0,1,0.04670916227433865,"['feature_6', 'feature_7', 'feature_46', 'feature_47', 'feature_41']"
69934,0,0,0,1,0.2965775824910313,"['feature_7', 'feature_6', 'feature_34', 'feature_35', 'feature_46']"
35703,1,0,0,0,0.5987243820521401,"['feature_5', 'feature_4', 'feature_27', 'feature_26', 'feature_22']"
65177,0,0,0,1,0.14058576398150105,"['feature_7', 'feature_6', 'feature_27', 'feature_26', 'feature_5']"
57831,1,0,0,0,0.9396567719519702,"['feature_47', 'feature_46', 'feature_6', 'feature_7', 'feature_23']"
45751,0,0,0,1,0.44056708020455176,"['feature_13', 'feature_12', 'feature_48', 'feature_49', 'feature_41']"
86045,0,1,0,0,0.0629901007748295,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_5']"
62706,0,1,0,0,0.3332242359734857,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_27']"
65880,1,0,0,0,0.7656979572731827,"['feature_26', 'feature_27', 'feature_13', 'feature_12', 'feature_1']"
23198,0,0,0,1,0.1790087762598287,"['feature_12', 'feature_13', 'feature_46', 'feature_47', 'feature_49']"
42045,1,0,0,0,0.622193601898547,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_48']"
56877,1,0,0,0,0.972524942340906,"['feature_49', 'feature_48', 'feature_27', 'feature_26', 'feature_13']"
13821,0,0,1,0,0.6700467402016504,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_12']"
67992,0,0,1,0,0.5828806840734444,"['feature_46', 'feature_47', 'feature_26', 'feature_27', 'feature_40']"
66022,1,0,0,0,0.6400790295445011,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_27']"
32484,1,0,0,0,0.751012254914494,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_47']"
92524,0,0,1,0,0.5399951754220889,"['feature_1', 'feature_0', 'feature_12', 'feature_13', 'feature_40']"
12243,0,1,0,0,0.24411348376102796,"['feature_47', 'feature_46', 'feature_49', 'feature_48', 'feature_12']"
94311,0,0,1,0,0.5647664945282367,"['feature_0', 'feature_1', 'feature_46', 'feature_47', 'feature_41']"
74119,0,0,0,1,0.38222855937174066,"['feature_41', 'feature_40', 'feature_12', 'feature_13', 'feature_37']"
75243,0,0,1,0,0.8571547685052759,"['feature_13', 'feature_12', 'feature_0', 'feature_1', 'feature_49']"
94893,0,0,0,1,0.17921217170677506,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_46']"
29517,1,0,0,0,0.8059308907825212,"['feature_48', 'feature_49', 'feature_7', 'feature_6', 'feature_1']"
12670,0,0,0,1,0.1651625322710116,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_0']"
91550,0,0,1,0,0.6061484599721346,"['feature_46', 'feature_47', 'feature_0', 'feature_1', 'feature_12']"
29551,1,0,0,0,0.5054123630965333,"['feature_41', 'feature_40', 'feature_37', 'feature_36', 'feature_13']"
45180,0,0,0,1,0.16025453400240758,"['feature_12', 'feature_13', 'feature_46', 'feature_47', 'feature_26']"
80556,0,1,0,0,0.455271617492573,"['feature_41', 'feature_40', 'feature_0', 'feature_1', 'feature_47']"
53090,1,0,0,0,0.9251098000438591,"['feature_12', 'feature_13', 'feature_0', 'feature_1', 'feature_26']"
96221,1,0,0,0,0.7626721917860465,"['feature_27', 'feature_26', 'feature_1', 'feature_0', 'feature_46']"
73341,0,0,1,0,0.9974068922342897,"['feature_49', 'feature_48', 'feature_36', 'feature_37', 'feature_26']"
92120,1,0,0,0,0.8031098339322332,"['feature_12', 'feature_13', 'feature_41', 'feature_40', 'feature_7']"
84505,1,0,0,0,0.6097034784793655,"['feature_46', 'feature_47', 'feature_0', 'feature_1', 'feature_4']"
1653,0,0,1,0,0.8795178597007095,"['feature_49', 'feature_48', 'feature_41', 'feature_40', 'feature_13']"
89347,0,0,0,1,0.07458177630895244,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_46']"
78628,0,0,0,1,0.03151489694117597,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_49']"
33498,0,0,0,1,0.21323962726309117,"['feature_6', 'feature_7', 'feature_48', 'feature_49', 'feature_1']"
49163,1,0,0,0,0.9489939905600986,"['feature_41', 'feature_40', 'feature_13', 'feature_12', 'feature_26']"
55317,0,0,0,1,0.3153297588248652,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_27']"
3614,1,0,0,0,0.9053669874055563,"['feature_49', 'feature_48', 'feature_13', 'feature_12', 'feature_47']"
96307,1,0,0,0,0.9272982677737522,"['feature_5', 'feature_4', 'feature_27', 'feature_26', 'feature_40']"
26662,1,0,0,0,0.6155258213508542,"['feature_40', 'feature_41', 'feature_5', 'feature_4', 'feature_49']"
36869,0,0,0,1,0.31362386948478227,"['feature_13', 'feature_12', 'feature_0', 'feature_1', 'feature_49']"
19132,0,0,1,0,0.5139950899207922,"['feature_40', 'feature_41', 'feature_47', 'feature_46', 'feature_23']"
87756,1,0,0,0,0.812983846266955,"['feature_48', 'feature_49', 'feature_26', 'feature_27', 'feature_37']"
66648,1,0,0,0,0.6878342419028242,"['feature_26', 'feature_27', 'feature_37', 'feature_36', 'feature_40']"
34351,1,0,0,0,0.6785901213055064,"['feature_22', 'feature_23', 'feature_40', 'feature_41', 'feature_13']"
24165,1,0,0,0,0.9340765783981404,"['feature_13', 'feature_12', 'feature_46', 'feature_47', 'feature_1']"
41202,1,0,0,0,0.9073372708900335,"['feature_40', 'feature_41', 'feature_5', 'feature_4', 'feature_49']"
81587,0,0,1,0,0.6135220884884651,"['feature_27', 'feature_26', 'feature_47', 'feature_46', 'feature_12']"
91334,0,0,0,1,0.4367094531318443,"['feature_47', 'feature_46', 'feature_40', 'feature_41', 'feature_0']"
68092,1,0,0,0,0.8492080361818232,"['feature_40', 'feature_41', 'feature_27', 'feature_26', 'feature_36']"
78055,1,0,0,0,0.9571202510021014,"['feature_49', 'feature_48', 'feature_41', 'feature_40', 'feature_26']"
92350,0,0,0,1,0.23402019113668826,"['feature_49', 'feature_48', 'feature_36', 'feature_37', 'feature_41']"
1751,1,0,0,0,0.8926400178501904,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_36']"
6839,1,0,0,0,0.8071616616208696,"['feature_48', 'feature_49', 'feature_41', 'feature_40', 'feature_37']"
31956,1,0,0,0,0.5290876066140979,"['feature_46', 'feature_47', 'feature_1', 'feature_0', 'feature_37']"
14139,0,0,1,0,0.9174716058582333,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_13']"
76766,0,1,0,0,0.3134259001780258,"['feature_47', 'feature_46', 'feature_41', 'feature_40', 'feature_27']"
83246,0,0,0,1,0.09226994889469162,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_12']"
75362,1,0,0,0,0.57847015845992,"['feature_27', 'feature_26', 'feature_1', 'feature_0', 'feature_46']"
59006,0,0,0,1,0.23249185948575346,"['feature_49', 'feature_48', 'feature_26', 'feature_27', 'feature_46']"
40437,0,0,0,1,0.3093972130043564,"['feature_36', 'feature_37', 'feature_40', 'feature_41', 'feature_13']"
6748,0,1,0,0,0.17821054629466418,"['feature_40', 'feature_41', 'feature_4', 'feature_5', 'feature_37']"
53991,1,0,0,0,0.9129674242093342,"['feature_12', 'feature_13', 'feature_49', 'feature_48', 'feature_4']"
85791,0,0,1,0,0.5314534241959902,"['feature_36', 'feature_37', 'feature_26', 'feature_27', 'feature_4']"
32385,1,0,0,0,0.5875054297033498,"['feature_49', 'feature_48', 'feature_26', 'feature_27', 'feature_40']"
83800,0,0,0,1,0.07443113448947929,"['feature_13', 'feature_12', 'feature_27', 'feature_26', 'feature_40']"
30000,1,0,0,0,0.5770179341753788,"['feature_13', 'feature_12', 'feature_49', 'feature_48', 'feature_27']"
11248,0,0,0,1,0.31745870713814994,"['feature_49', 'feature_48', 'feature_26', 'feature_27', 'feature_13']"
68584,1,0,0,0,0.8538121769616956,"['feature_48', 'feature_49', 'feature_47', 'feature_46', 'feature_26']"
46897,0,0,0,1,0.07590791978510018,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_40']"
21022,1,0,0,0,0.7552657762609212,"['feature_49', 'feature_48', 'feature_34', 'feature_35', 'feature_40']"
3071,0,1,0,0,0.2935932414184657,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_7']"
48376,0,0,0,1,0.32811891162553125,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_12']"
34564,0,0,1,0,0.6323509082125641,"['feature_40', 'feature_41', 'feature_13', 'feature_12', 'feature_5']"
98213,0,0,0,1,0.38343475335707616,"['feature_27', 'feature_26', 'feature_40', 'feature_41', 'feature_4']"
43566,1,0,0,0,0.9488573128335145,"['feature_49', 'feature_48', 'feature_27', 'feature_26', 'feature_7']"
97085,0,0,0,1,0.2805597274118831,"['feature_4', 'feature_5', 'feature_37', 'feature_36', 'feature_47']"
77431,0,0,0,1,0.30737805525934564,"['feature_41', 'feature_40', 'feature_1', 'feature_0', 'feature_46']"
66655,1,0,0,0,0.7943672868009918,"['feature_41', 'feature_40', 'feature_13', 'feature_12', 'feature_46']"
22790,0,0,0,1,0.1915245198683486,"['feature_40', 'feature_41', 'feature_0', 'feature_1', 'feature_46']"
4242,0,0,0,1,0.21359641047468364,"['feature_26', 'feature_27', 'feature_46', 'feature_47', 'feature_5']"
57950,0,0,0,1,0.07381806563602175,"['feature_46', 'feature_47', 'feature_0', 'feature_1', 'feature_36']"
32889,0,0,0,1,0.07499520926987674,"['feature_0', 'feature_1', 'feature_46', 'feature_47', 'feature_40']"
57905,1,0,0,0,0.9395372697251592,"['feature_0', 'feature_1', 'feature_46', 'feature_47', 'feature_40']"
34131,0,0,1,0,0.7027493090943715,"['feature_41', 'feature_40', 'feature_0', 'feature_1', 'feature_6']"
75198,0,0,1,0,0.5200432870283661,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_7']"
6183,1,0,0,0,0.6525542110231729,"['feature_46', 'feature_47', 'feature_41', 'feature_40', 'feature_13']"
80340,0,0,0,1,0.41629827379279505,"['feature_47', 'feature_46', 'feature_49', 'feature_48', 'feature_12']"
89433,0,0,1,0,0.7948292180561561,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_26']"
38395,1,0,0,0,0.8232933001111677,"['feature_26', 'feature_27', 'feature_40', 'feature_41', 'feature_13']"
37837,0,0,0,1,0.4362081969297787,"['feature_40', 'feature_41', 'feature_12', 'feature_13', 'feature_6']"
4878,0,0,1,0,0.6841501994320436,"['feature_48', 'feature_49', 'feature_6', 'feature_7', 'feature_5']"
96929,1,0,0,0,0.6173471315522068,"['feature_5', 'feature_4', 'feature_48', 'feature_49', 'feature_46']"
71965,1,0,0,0,0.9064996563247396,"['feature_49', 'feature_48', 'feature_1', 'feature_0', 'feature_13']"
41032,1,0,0,0,0.9348792974682867,"['feature_49', 'feature_48', 'feature_1', 'feature_0', 'feature_7']"
65946,1,0,0,0,0.5873076838679264,"['feature_49', 'feature_48', 'feature_46', 'feature_47', 'feature_40']"
48590,0,0,0,1,0.25679992453030354,"['feature_47', 'feature_46', 'feature_6', 'feature_7', 'feature_40']"
98198,0,0,0,1,0.36986179889025284,"['feature_13', 'feature_12', 'feature_1', 'feature_0', 'feature_5']"
67529,1,0,0,0,0.6109270075962042,"['feature_27', 'feature_26', 'feature_1', 'feature_0', 'feature_47']"
93050,1,0,0,0,0.6128603487773586,"['feature_46', 'feature_47', 'feature_49', 'feature_48', 'feature_0']"
5098,1,0,0,0,0.9789964261137623,"['feature_26', 'feature_27', 'feature_13', 'feature_12', 'feature_40']"
57741,0,1,0,0,0.37739038623601684,"['feature_26', 'feature_27', 'feature_6', 'feature_7', 'feature_5']"
36351,0,0,0,1,0.3071039665533494,"['feature_27', 'feature_26', 'feature_41', 'feature_40', 'feature_12']"
61438,1,0,0,0,0.8979085159502797,"['feature_27', 'feature_26', 'feature_41', 'feature_40', 'feature_49']"
56562,1,0,0,0,0.9842199334859715,"['feature_0', 'feature_1', 'feature_27', 'feature_26', 'feature_41']"
58700,1,0,0,0,0.9353789747824962,"['feature_40', 'feature_41', 'feature_48', 'feature_49', 'feature_12']"
15397,0,0,0,1,0.18801675273957522,"['feature_48', 'feature_49', 'feature_26', 'feature_27', 'feature_6']"
63390,0,0,0,1,0.21065314695643256,"['feature_41', 'feature_40', 'feature_37', 'feature_36', 'feature_7']"
21913,1,0,0,0,0.6229425063113658,"['feature_7', 'feature_6', 'feature_4', 'feature_5', 'feature_26']"
90628,0,0,0,1,0.36715811767204287,"['feature_48', 'feature_49', 'feature_41', 'feature_40', 'feature_26']"
17068,0,0,0,1,0.3821053004082333,"['feature_0', 'feature_1', 'feature_48', 'feature_49', 'feature_36']"
10221,0,1,0,0,0.4063584232263328,"['feature_37', 'feature_36', 'feature_12', 'feature_13', 'feature_47']"
44600,0,0,0,1,0.06233279966882332,"['feature_48', 'feature_49', 'feature_27', 'feature_26', 'feature_46']"
85806,0,0,0,1,0.035490967605338236,"['feature_47', 'feature_46', 'feature_1', 'feature_0', 'feature_13']"
2232,1,0,0,0,0.9189539454767853,"['feature_47', 'feature_46', 'feature_49', 'feature_48', 'feature_26']"
27098,0,0,1,0,0.5881241648731913,"['feature_1', 'feature_0', 'feature_27', 'feature_26', 'feature_41']"
30503,0,0,0,1,0.37532341650589995,"['feature_40', 'feature_41', 'feature_37', 'feature_36', 'feature_5']"
60680,0,0,0,1,0.3607679185801455,"['feature_41', 'feature_40', 'feature_27', 'feature_26', 'feature_4']"
41642,0,0,0,1,0.152417192402925,"['feature_46', 'feature_47', 'feature_1', 'feature_0', 'feature_48']"
32258,0,0,0,1,0.02418689672806577,"['feature_13', 'feature_12', 'feature_40', 'feature_41', 'feature_47']"
79144,0,0,0,1,0.41176723252511854,"['feature_41', 'feature_40', 'feature_37', 'feature_36', 'feature_23']"
9812,0,0,0,1,0.41261661467867417,"['feature_1', 'feature_0', 'feature_48', 'feature_49', 'feature_12']"
67738,0,0,0,1,0.4680256373116872,"['feature_12', 'feature_13', 'feature_5', 'feature_4', 'feature_40']"
77212,1,0,0,0,0.5817502873860286,"['feature_12', 'feature_13', 'feature_46', 'feature_47', 'feature_1']"
38354,1,0,0,0,0.5581387657049255,"['feature_41', 'feature_40', 'feature_12', 'feature_13', 'feature_27']"
21247,0,1,0,0,0.40176943691161193,"['feature_1', 'feature_0', 'feature_27', 'feature_26', 'feature_5']"
4185,1,0,0,0,0.8575563631718042,"['feature_13', 'feature_12', 'feature_46', 'feature_47', 'feature_1']"
86584,0,0,1,0,0.7089105521484733,"['feature_1', 'feature_0', 'feature_40', 'feature_41', 'feature_13']"
86706,0,0,0,1,0.2590858578606379,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_7']"
35254,0,0,0,1,0.07947440056214872,"['feature_46', 'feature_47', 'feature_40', 'feature_41', 'feature_26']"
10765,0,0,0,1,0.09337150683178222,"['feature_40', 'feature_41', 'feature_27', 'feature_26', 'feature_5']"
6558,0,0,0,1,0.19737620392980326,"['feature_46', 'feature_47', 'feature_27', 'feature_26', 'feature_12']"
38571,1,0,0,0,0.8798887289831159,"['feature_47', 'feature_46', 'feature_4', 'feature_5', 'feature_27']"
90542,0,0,0,1,0.20952618686138222,"['feature_37', 'feature_36', 'feature_26', 'feature_27', 'feature_0']"
92269,0,0,0,1,0.08291131267018131,"['feature_27', 'feature_26', 'feature_41', 'feature_40', 'feature_1']"
38793,1,0,0,0,0.9207716113762251,"['feature_40', 'feature_41', 'feature_49', 'feature_48', 'feature_46']"
81057,0,0,0,1,0.19620186515433846,"['feature_46', 'feature_47', 'feature_49', 'feature_48', 'feature_12']"
80061,0,0,0,1,0.2904188403572397,"['feature_46', 'feature_47', 'feature_7', 'feature_6', 'feature_41']"
6578,0,0,0,1,0.10894593540552418,"['feature_27', 'feature_26', 'feature_46', 'feature_47', 'feature_13']"
30318,1,0,0,0,0.9411682600033533,"['feature_47', 'feature_46', 'feature_13', 'feature_12', 'feature_49']"
86440,0,0,0,1,0.36736318004515944,"['feature_48', 'feature_49', 'feature_5', 'feature_4', 'feature_7']"
34993,0,0,0,1,0.1114586304359998,"['feature_12', 'feature_13', 'feature_27', 'feature_26', 'feature_47']"
34848,1,0,0,0,0.8672697634617501,"['feature_26', 'feature_27', 'feature_49', 'feature_48', 'feature_13']"
97693,1,0,0,0,0.7015543407428615,"['feature_41', 'feature_40', 'feature_48', 'feature_49', 'feature_46']"
25027,0,0,1,0,0.5037902973238371,"['feature_41', 'feature_40', 'feature_26', 'feature_27', 'feature_13']"
1021,0,0,0,1,0.4113036684470045,"['feature_49', 'feature_48', 'feature_40', 'feature_41', 'feature_36']"
84049,0,0,0,1,0.37957698657379046,"['feature_26', 'feature_27', 'feature_0', 'feature_1', 'feature_41']"
97311,0,0,0,1,0.04381087340296828,"['feature_26', 'feature_27', 'feature_13', 'feature_12', 'feature_48']"
65833,0,0,0,1,0.27913324252141297,"['feature_49', 'feature_48', 'feature_26', 'feature_27', 'feature_12']"
97110,1,0,0,0,0.5664207686779102,"['feature_48', 'feature_49', 'feature_41', 'feature_40', 'feature_37']"
22103,0,0,0,1,0.09860053819401379,"['feature_41', 'feature_40', 'feature_37', 'feature_36', 'feature_48']"
27507,0,0,0,1,0.37092661272339567,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_1']"
12295,0,0,0,1,0.09882225150330884,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_26']"
66510,0,0,0,1,0.2802387099963146,"['feature_48', 'feature_49', 'feature_12', 'feature_13', 'feature_40']"
73304,1,0,0,0,0.8228937641023728,"['feature_12', 'feature_13', 'feature_46', 'feature_47', 'feature_35']"
53960,0,0,0,1,0.09581173397889169,"['feature_46', 'feature_47', 'feature_27', 'feature_26', 'feature_12']"
93504,0,1,0,0,0.37407064032067844,"['feature_1', 'feature_0', 'feature_6', 'feature_7', 'feature_12']"
14863,0,1,0,0,0.3859411930493897,"['feature_49', 'feature_48', 'feature_47', 'feature_46', 'feature_34']"
69841,1,0,0,0,0.9088571858747712,"['feature_48', 'feature_49', 'feature_46', 'feature_47', 'feature_5']"
87812,0,0,1,0,0.8740965275815854,"['feature_46', 'feature_47', 'feature_26', 'feature_27', 'feature_48']"
80845,1,0,0,0,0.6317736370138333,"['feature_41', 'feature_40', 'feature_0', 'feature_1', 'feature_26']"
92280,0,1,0,0,0.07312458978931269,"['feature_13', 'feature_12', 'feature_0', 'feature_1', 'feature_6']"
23,0,1,0,0,0.3968080564408046,"['feature_1', 'feature_0', 'feature_36', 'feature_37', 'feature_41']"
27674,1,0,0,0,0.850833821027036,"['feature_41', 'feature_40', 'feature_46', 'feature_47', 'feature_49']"
59452,0,0,1,0,0.5574538562667088,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_46']"
63251,1,0,0,0,0.9449954137130561,"['feature_12', 'feature_13', 'feature_40', 'feature_41', 'feature_27']"
21044,0,1,0,0,0.4164431711375418,"['feature_41', 'feature_40', 'feature_4', 'feature_5', 'feature_27']"
11343,0,0,0,1,0.2009285413262736,"['feature_40', 'feature_41', 'feature_46', 'feature_47', 'feature_49']"
93054,0,0,0,1,0.39356852616695004,"['feature_48', 'feature_49', 'feature_27', 'feature_26', 'feature_35']"
97897,1,0,0,0,0.8909440781261742,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_5']"
28609,1,0,0,0,0.5911354320117735,"['feature_41', 'feature_40', 'feature_47', 'feature_46', 'feature_26']"
87691,0,0,0,1,0.07163172423736056,"['feature_47', 'feature_46', 'feature_0', 'feature_1', 'feature_36']"
77809,0,0,1,0,0.6457471321909559,"['feature_27', 'feature_26', 'feature_48', 'feature_49', 'feature_1']"
67909,1,0,0,0,0.9853054724072887,"['feature_48', 'feature_49', 'feature_4', 'feature_5', 'feature_7']"
95234,1,0,0,0,0.83351693445483,"['feature_7', 'feature_6', 'feature_49', 'feature_48', 'feature_40']"
65823,0,0,0,1,0.3544089945554251,"['feature_48', 'feature_49', 'feature_40', 'feature_41', 'feature_12']"
67349,1,0,0,0,0.8905815359533672,"['feature_41', 'feature_40', 'feature_0', 'feature_1', 'feature_6']"
51300,1,0,0,0,0.8730123012359593,"['feature_12', 'feature_13', 'feature_48', 'feature_49', 'feature_34']"
9242,0,1,0,0,0.19397769489134667,"['feature_13', 'feature_12', 'feature_46', 'feature_47', 'feature_36']"
69567,0,0,0,1,0.052653329143303985,"['feature_47', 'feature_46', 'feature_12', 'feature_13', 'feature_41']"
